recipe_id,recipe_name,ingredients_joined
1012,Easy Cranberry Orange Relish,1 medium navel orange||1 (12 ounce) package fresh cranberries||1/2 cup white sugar||1/8 teaspoon ground cinnamon
1013,Overnight Blueberry French Toast,"12 slices day-old bread, cut into 1-inch cubes||2 (8 ounce) packages cream cheese, cut into 1 inch cubes||1 cup fresh blueberries||12 eggs, beaten||2 cups milk||1 teaspoon vanilla extract||1/3 cup maple syrup"
1014,Chocolate-Covered Strawberries,"16 ounces milk chocolate chips||2 tablespoons shortening, toothpicks||1 pound fresh strawberries with leaves"
1015,Rhubarb and Strawberry Pie,"1 cup white sugar||1/2 cup all-purpose flour||1 pound rhubarb, cut into 1/4 inch slices||2 pints strawberries, hulled and quartered||1 recipe pastry for a 9 inch double crust pie||2 tablespoons butter||1 large egg yolk||2 tablespoons white sugar"
1016,Easy Small-Batch Blueberry Jam,4 cups fresh blueberries||1 cup white sugar||1 tablespoon fresh lemon juice||1 pinch ground cinnamon (Optional)
1017,Melt in Your Mouth Blueberry Cake,"1/2 cup butter||3/4 cup white sugar, divided||1/4 teaspoon salt||1 teaspoon vanilla extract||2 egg yolks||1 1/2 cups all-purpose flour||1 teaspoon baking powder||1/3 cup milk||1 1/2 cups fresh blueberries||1 tablespoon all-purpose flour||2 egg whites||1 tablespoon white sugar"
1018,Raspberry and Almond Shortbread Thumbprints,"1 cup butter, softened||2/3 cup white sugar||1 1/4 teaspoons almond extract, divided||2 cups all-purpose flour||1/2 cup seedless raspberry jam||1/2 cup confectioners' sugar||1 teaspoon milk"
1019,Todd's Famous Blueberry Pancakes,"1 1/4 cups all-purpose flour||1 tablespoon baking powder||1 1/4 teaspoons white sugar||1/2 teaspoon salt||1 cup milk||1 egg||1/2 tablespoon butter, melted||1/2 cup frozen blueberries, thawed"
1020,Fresh Raspberry Sauce,"1 1/2 pounds fresh raspberries||1/4 cup white sugar||1 tablespoon water, or as needed (Optional)||2 teaspoons lemon juice, or more to taste"
1021,Strawberry Freezer Jam,2 cups crushed fresh strawberries||4 cups sugar||1 (1.75 ounce) package dry pectin||3/4 cup water
1022,Fruit and Yogurt Smoothie,1 cup strawberries||1 banana||1/2 cup yogurt||1/4 cup pineapple juice||1 1/2 teaspoons white sugar||1 teaspoon orange juice||1 teaspoon milk
1023,Strawberry Oatmeal Breakfast Smoothie,"1 cup soy milk||1/2 cup rolled oats||14 frozen strawberries||1 banana, broken into chunks||1 1/2 teaspoons white sugar (Optional)||1/2 teaspoon vanilla extract (Optional)"
1024,Strawberry Spinach Salad,1/2 cup white sugar||1/2 cup olive oil||1/4 cup distilled white vinegar||2 tablespoons sesame seeds||1 tablespoon poppy seeds||1 tablespoon minced onion||1/4 teaspoon paprika||1/4 teaspoon Worcestershire sauce
1025,Basic Fruit Smoothie,"1 quart strawberries, hulled||2 fresh peaches - peeled, pitted, and sliced||1 banana, broken into chunks||2 cups ice||1 cup orange-peach-mango juice"
1026,Fruit Pizza,"1 1/4 cups all-purpose flour||1 teaspoon cream of tartar||1/2 teaspoon baking soda||1/4 teaspoon salt||1/2 cup butter, softened||1 1/4 cups white sugar, divided||1 large egg||1 (8 ounce) package cream cheese||2 teaspoons vanilla extract||1/2 cup fresh blueberries, or more to taste||1/2 cup sliced fresh strawberries, or more to taste||1/2 cup sliced banana, or more to taste"
1027,Virgin Strawberry Daiquiri,"2 large strawberries, hulled||1/4 cup white sugar||3/4 cup chilled lemon-lime soda||1 tablespoon lemon juice||4 cubes ice"
1028,Strawberry Shortcake,3 pints fresh strawberries||1/2 cup white sugar||2 1/4 cups all-purpose flour||4 teaspoons baking powder||2 tablespoons white sugar||1/4 teaspoon salt||1/3 cup shortening||1 egg||2/3 cup milk||2 cups whipped heavy cream
1029,Strawberry Cheesecake,"1 1/4 cups graham cracker crumbs||1/3 cup butter, melted||1/4 cup white sugar||2 teaspoons ground cinnamon"
1030,Easy Strawberry Vinaigrette,8 ounces frozen strawberries||2 tablespoons honey||2 tablespoons apple cider vinegar||2 tablespoons olive oil||1/4 teaspoon salt||1/4 teaspoon ground black pepper
1031,Strawberry Cake Filling,"1 cup water||3 tablespoons cornstarch||2 1/2 cups frozen strawberries, thawed and cut into bite size pieces||3/4 cup white sugar"
1032,The Ultimate Berry Crumble,"2 cups all-purpose flour||3/4 cup white sugar||3/4 teaspoon baking powder||1/4 teaspoon fine salt||3/4 cup frozen unsalted butter||2 large egg yolks||1 1/2 teaspoons vanilla extract||1 teaspoon apple cider vinegar, or as needed"
1033,B and L's Strawberry Smoothie,"8 strawberries, hulled||1/2 cup skim milk||1/2 cup plain yogurt||3 tablespoons white sugar||2 teaspoons vanilla extract||6 cubes ice, crushed"
1034,Creamy Strawberry Crepes,"3/4 cup all-purpose flour||1/2 cup milk||1/2 cup water||3 eggs||3 tablespoons butter, melted||1/2 teaspoon salt||1 1/4 cups sifted confectioners' sugar||1 (8 ounce) package cream cheese, softened||1 tablespoon lemon juice||1 teaspoon lemon zest||1/2 teaspoon vanilla extract||1 cup heavy cream, whipped||4 cups sliced strawberries"
1035,"Awesome Sausage, Apple and Cranberry Stuffing","3 3/4 cups cubed white bread||1 1/2 cups cubed whole wheat bread||1 pound ground turkey sausage||1 cup chopped onion||3/4 cup chopped celery||2 1/2 teaspoons dried sage||1 1/2 teaspoons dried rosemary||1/2 teaspoon dried thyme||1 Golden Delicious apple, cored and chopped||3/4 cup dried cranberries||1/3 cup minced fresh parsley||1 cooked turkey liver, finely chopped||3/4 cup turkey stock||4 tablespoons unsalted butter, melted"
1036,Strawberry Muffins,1/2 cup milk||1/4 cup canola oil||1 large egg||1 3/4 cups all-purpose flour||1/2 cup white sugar||2 teaspoons baking powder||1/2 teaspoon salt||1 cup chopped strawberries
1037,Cranberry Orange Bread,"2 cups flour||3/4 cup white sugar||1 1/2 teaspoons baking powder||3/4 teaspoon salt||1/2 teaspoon baking soda||1/4 cup unsalted butter, cut into pieces and softened||3/4 cup orange juice||1 tablespoon grated orange zest||1 large egg, beaten||1 cup chopped cranberries||1/2 cup chopped walnuts (Optional)"
1038,Raspberry Jam without Pectin,4 cups mashed raspberries||4 cups white sugar||1 tablespoon freshly squeezed lemon juice
1039,Cocktail Meatballs,1 pound lean ground beef||1/2 cup bread crumbs||3 tablespoons minced onion||2 tablespoons water||1 large egg||1 (8 ounce) can jellied cranberry sauce||3/4 cup chili sauce||1 tablespoon brown sugar||1 1/2 teaspoons lemon juice
1040,Simple Strawberry Syrup,1 cup water||1 cup white sugar||2 cups quartered strawberries
1041,Blueberry Tea Cocktail,"1 fluid ounce amaretto liqueur||1 fluid ounce orange liqueur (such as Grand Marnier®)||4 fluid ounces orange pekoe tea, or more to taste"
1042,Easy Strawberry Shortcake,"1 quart fresh strawberries, sliced||1/4 cup white sugar||1 (12 ounce) package prepared sponge cake dessert cups||1 (7 ounce) can whipped cream, or to taste"
1043,Cheesecake-Stuffed Strawberries,"1 (8 ounce) package cream cheese, softened||1/2 cup confectioners' sugar||1/2 teaspoon vanilla extract||1 pint fresh strawberries, hulled and cored||3 graham crackers, crushed, or as needed"
1044,Best Strawberry Cake from Scratch,"2 cups white sugar||1 cup butter, softened||1 (3 ounce) package strawberry flavored Jell-O®||4 large eggs (room temperature)||2 3/4 cups sifted cake flour||2 1/2 teaspoons baking powder||1 cup whole milk, room temperature||1/2 cup strawberry puree made from frozen sweetened strawberries||1 tablespoon vanilla extract"
1045,Fresh Cranberry Sauce,1 cup water||1 cup white sugar||1 (12 ounce) package fresh cranberries (such as Ocean Spray®)
1046,White Chocolate and Cranberry Cookies,"1/2 cup packed brown sugar||1/2 cup white sugar||1/2 cup unsalted butter, softened||1 large egg||1 tablespoon brandy||1 1/2 cups all-purpose flour||1/2 teaspoon baking soda||1 cup dried cranberries||3/4 cup white chocolate chips"
1047,Spinach and Strawberry Salad,"2 bunches spinach, rinsed and torn into bite-size pieces||4 cups sliced strawberries||1/2 cup vegetable oil||1/2 cup white sugar||1/4 cup white wine vinegar||2 tablespoons sesame seeds||1 tablespoon poppy seeds||1/4 teaspoon paprika"
1048,Cranberry Orange Cookies,"1 cup unsalted butter, softened||1 cup white sugar||1/2 cup packed brown sugar||1 large egg||2 tablespoons orange juice||1 teaspoon grated orange zest||2 1/2 cups all-purpose flour||1/2 teaspoon baking soda||1/2 teaspoon salt||2 cups chopped cranberries||1/2 cup chopped walnuts (Optional)"
1049,Easy Blueberry Cobbler,1/2 cup butter||1 cup self-rising flour||1 cup white sugar||1 cup milk||4 cups fresh blueberries
1050,White Chocolate Raspberry Cheesecake,"1 cup chocolate cookie crumbs||1/4 cup butter, melted||3 tablespoons white sugar"
1051,Delicious Raspberry Oatmeal Cookie Bars,"1 cup all-purpose flour||1 cup rolled oats||1/2 cup packed light brown sugar||1/4 teaspoon baking soda||1/8 teaspoon salt||1/2 cup butter, softened||3/4 cup seedless raspberry jam"
1052,Cranberry Pistachio Biscotti,3/4 cup white sugar||1/4 cup light olive oil||2 teaspoons vanilla extract||1/2 teaspoon almond extract||2 large eggs||1 3/4 cups all-purpose flour||1 teaspoon baking powder||1/4 teaspoon salt||1 1/2 cups pistachio nuts||1/2 cup dried cranberries
1053,Strawberry Pie Filling,"1 cup mashed strawberries||3/4 cup water, or more if needed||3/4 cup white sugar||3 tablespoons cornstarch||1 tablespoon lemon juice||1/4 teaspoon salt||4 cups sliced strawberries"
1054,Blueberry Simple Syrup,1 cup blueberries||1 cup warm water||1 cup white sugar||1 teaspoon lemon juice
1055,Jamie's Cranberry Spinach Salad,"1 tablespoon butter||3/4 cup almonds, blanched and slivered||1 pound spinach, rinsed and torn into bite-size pieces||1 cup dried cranberries"
1056,Food for the Gods,"1 1/4 cups sifted all-purpose flour||1/2 teaspoon baking powder||1/2 teaspoon baking soda||1/4 teaspoon salt||1 cup dates, pitted and chopped||1 cup butter||1 cup white sugar||1 cup packed brown sugar||3 eggs||1 cup chopped walnuts"
1057,Bacon Wrapped Dates Stuffed with Blue Cheese,"1 pound sliced bacon, cut in half||1 pound pitted dates||4 ounces blue cheese"
1058,Queen Elizabeth Cake I,"1 cup boiling water||1 cup dates, pitted and chopped||1/4 cup butter, softened||1 cup white sugar||1 egg||1 teaspoon vanilla extract||1 1/2 cups all-purpose flour||1 teaspoon baking soda||1 teaspoon baking powder||1/2 teaspoon salt||1/2 cup chopped walnuts||1 cup flaked coconut||2/3 cup packed brown sugar||6 tablespoons butter||1/4 cup cream"
1059,Low-Sugar Date Brownies,"1 cup pitted Deglet Noor dates||1 cup hot water||1/2 cup unsalted butter, softened||2 large eggs||2 teaspoons vanilla extract||1/3 cup whole wheat flour||1/3 cup unsweetened cocoa powder||1/2 teaspoon baking soda||1/4 teaspoon salt||1/2 cup bittersweet chocolate chips (Optional)"
1060,Date Nut Bread,"1 1/2 cups dates, pitted and chopped||2 1/4 cups boiling water||3 teaspoons baking soda||1 cup chopped walnuts||2 cups white sugar||3 tablespoons margarine||2 eggs, beaten||1 teaspoon salt||4 1/2 cups all-purpose flour||1 teaspoon vanilla extract"
1061,Date Balls,"1 (8 ounce) package pitted dates, chopped||1 cup white sugar||1/2 cup butter or margarine||3 cups crispy rice cereal||1 cup chopped pecans||1 teaspoon vanilla extract||1/2 cup confectioners' sugar, or as needed"
1062,Sticky Toffee Pudding Cake,"1 3/4 cups pitted, chopped dates||1 teaspoon baking soda||3/4 cup boiling water||1/3 cup butter||3/4 cup white sugar||2 eggs, beaten||1 1/8 cups self-rising flour||3/4 cup packed brown sugar||1/3 cup butter||2/3 cup evaporated milk||1 teaspoon vanilla extract"
1063,Date Nut Loaf Cake,"1 cup dates, pitted and chopped||1 cup water||1/2 cup butter||1 cup white sugar||1 teaspoon baking soda||1 1/2 cups all-purpose flour||1 egg, beaten||1 teaspoon vanilla extract||1 cup chopped walnuts||1/4 cup butter||1/3 cup heavy cream||1/2 cup brown sugar"
1064,Mother's Applesauce Cake,"3 1/2 cups all-purpose flour||1/2 teaspoon salt||2 teaspoons ground cinnamon||1 teaspoon ground cloves||3 teaspoons baking soda||1/2 cup butter||2 cups packed brown sugar||2 eggs, beaten||3 cups unsweetened applesauce||1/2 cup raisins||1/2 cup dates, pitted and chopped||1 cup chopped walnuts||1/2 cup butter||1 cup packed brown sugar||1/4 cup milk||1 teaspoon vanilla extract||2 cups sifted confectioners' sugar"
1065,Devils on Horseback,"20 wooden toothpicks||1/4 cup reduced-sodium soy sauce||1/2 teaspoon ground ginger||3/4 cup dark brown sugar||20 dates, pitted and left whole||20 whole smoked almonds||10 bacon slices, cut in half crosswise"
1066,Coconut Date Balls,"2 eggs, beaten||1 cup white sugar||1 cup chopped dates||1 teaspoon vanilla extract||1 tablespoon butter||3 cups crispy rice cereal||1 cup flaked coconut"
1067,Ma'amoul (Lebanese Date Cookies),"2 cups semolina flour||1 cup all-purpose flour||1/2 teaspoon ground mahlab||1/2 teaspoon salt||1 cup clarified butter, at room temperature||5 tablespoons milk||2 tablespoons white sugar||1 teaspoon active dry yeast||4 tablespoons orange blossom water, or more as needed||10 tablespoons date paste (such as Ziyad®), cut into small pieces||2 tablespoons powdered sugar, or to taste"
1068,Sugar-Free Date Cookies,"1 cup chopped dates||1/4 cup chopped pecans||1/4 cup water||1/2 very ripe banana, mashed||1 large egg, lightly beaten||2 tablespoons butter, melted||1/2 teaspoon vanilla extract||1 cup all-purpose flour||1 teaspoon baking powder||1 teaspoon cinnamon||1/4 teaspoon salt"
1069,Energy Balls without Peanut Butter,1 cup rolled oats||1/2 cup pumpkin seeds||1/2 cup walnuts||1/2 cup pecans||15 pitted Medjool dates||1/2 cup brown rice syrup||1 cup mini chocolate chips||1/2 cup shredded coconut||1/2 cup raisins||1/4 cup sunflower seeds
1070,Date Loaf Cake,"1 cup dates, pitted and chopped||1 cup dark brown sugar||1/4 cup margarine||1 cup boiling water||1 3/4 cups self-rising flour||1 teaspoon baking soda||2 teaspoons vanilla extract"
1071,Bacon Wrapped Dates,"16 fresh or dried pitted dates, such as Medjool||16 smoked almonds||8 thick slices applewood-smoked bacon, halved crosswise, Reynolds Wrap® Aluminum Foil"
1072,Matrimonial Bars,"1 3/4 cups quick cooking oats||1 3/4 cups all-purpose flour||1 cup packed brown sugar||1 cup butter||1 teaspoon salt||1 teaspoon baking soda||2 cups dates, pitted and chopped||1/2 cup water||1/2 cup white sugar"
1073,Walnut Date Balls,2 cups walnuts||2 cups pitted Medjool dates||1 cup shredded coconut||1 tablespoon sesame oil||1 teaspoon sea salt||1 teaspoon vanilla extract
1074,Date Nut Pinwheel Cookies II,"1 cup butter (at room temperature)||2 cups packed brown sugar||3 eggs||1 teaspoon vanilla extract||1 teaspoon ground cinnamon||1/4 teaspoon salt||1/2 teaspoon baking soda||4 1/2 cups all-purpose flour||8 ounces dates, pitted and chopped||1 cup finely chopped pecans||1/2 cup water||1/2 cup white sugar"
1075,Date and Nut Bars,"1/3 cup boiling water||2 cups dates, pitted and chopped||1/2 cup shortening||1 cup white sugar||1/8 teaspoon ground cinnamon||3/4 teaspoon salt||1/8 teaspoon ground nutmeg||2 eggs||1 cup all-purpose flour||1/4 teaspoon baking soda||1/2 cup chopped walnuts||1/4 cup confectioners' sugar"
1076,Bacon and Date Appetizer,1 (8 ounce) package pitted dates||4 ounces almonds||1 pound sliced bacon
1077,Cherry Winks,"3/4 cup shortening||1 cup white sugar||2 eggs||2 tablespoons milk||1 teaspoon vanilla extract||2 1/4 cups sifted all-purpose flour||1 teaspoon baking powder||1/2 teaspoon baking soda||1/2 teaspoon salt||1 cup chopped pecans||1 cup dates, pitted and chopped||1/3 cup maraschino cherries, chopped||2 1/2 cups crushed cornflakes cereal||10 maraschino cherries, quartered"
1078,Pecan Pie Energy Bites,1 cup pecan halves||1/3 cup rolled oats||1 cup pitted Medjool dates||1/8 teaspoon ground cinnamon||1/4 teaspoon kosher salt||1/4 teaspoon vanilla extract||1 tablespoon maple syrup
1079,Date Nut Pinwheel Cookies I,1 1/2 cups pitted dates||1/4 cup white sugar||1 pinch salt||1 1/4 cups water||1 teaspoon lemon zest||4 teaspoons lemon juice||2/3 cup finely chopped walnuts||3 1/2 cups all-purpose flour||1 1/2 teaspoons baking powder||1/4 teaspoon baking soda||3/4 teaspoon salt||3/4 cup butter||1/2 cup white sugar||1 cup packed brown sugar||2 eggs||1 1/2 teaspoons vanilla extract
1080,Eggless Date Cake,"3/4 cup milk||18 dates, pitted and left whole||1/2 cup brown sugar||1/2 cup vegetable oil||1 teaspoon vanilla extract (Optional)||1 cup all-purpose flour||1 teaspoon baking soda||1 teaspoon ground cinnamon (Optional)||1/4 cup chopped walnuts (Optional)"
1081,Coconut Date Bars,"1/3 cup slivered almonds||1/2 cup flaked coconut||10 pitted dates, or to taste||1/4 cup cashews, or to taste||1 teaspoon coconut oil"
1082,Great-Grandma Cathy's Date Loaf Candy,2 cups white sugar||1 cup milk||1/4 cup butter||1 cup chopped dates||1 cup chopped pecans||1 teaspoon vanilla extract
1083,Power Cookies,"4 cups rolled oats||1 (15 ounce) can cannellini beans, drained and rinsed||1/2 cup white sugar||1/2 cup brown sugar||1 teaspoon vanilla extract||1 teaspoon baking powder||1 teaspoon baking soda||1 teaspoon ground cinnamon||1/2 cup chopped pitted dates||1/2 cup flaked coconut||1/2 cup raisins||1/2 cup chopped walnuts"
1084,Reshteh Polo (Persian Noodle Rice),"1 cup basmati rice||3 1/2 tablespoons kosher salt, divided||1/4 teaspoon saffron threads||2 tablespoons boiling water||1/2 (8 ounce) package roasted noodles||1/4 cup grapeseed oil, kosher salt to taste (such as Diamond Crystal®)||2 medium gold potatoes, sliced into quarter rounds||1/4 cup boiling water||2 tablespoons unsalted butter, melted||3 tablespoons unsalted butter||6 Medjool dates, pitted and quartered||1/2 cup golden raisins, rinsed and drained||1/4 teaspoon ground cinnamon"
